"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116"
"z.59",1.17957983350919e-62,4.45791000287533e-27,2.74052189005783e-09,2.74052189005783e-09,4.45791000288173e-27,2.91462787933986e-52,2.15950717783694e-83,2.60270058879724e-132,6.98234185237012e-174,1.62302394054053e-112,3.770777111292e-59,1.42506547886918e-23,8.76065945047735e-06,8.77521578790469e-06,0.000407593839208568,0.00146596818727023,0.000407593839208578,8.77247526601503e-06,8.77247526601464e-06,0.000407593839208568,0.00146596818727021,1.27505950854576e-07,4.55353407871756e-12,2.64527676777867e-34,2.49972173005078e-74,1.8524445065871e-97,7.99339039017925e-71,8.45883349363575e-31,1.456089096182e-08,0.000407721343289122,0.0014655096010268,0.000407593839207993,8.77521578790509e-06,8.7752157879043e-06,0.000407593837338852,1.85710714254005e-17,1.27504081147565e-07,2.74507542413655e-09,2.7450754241363e-09,1.27504081147559e-07,5.80761210530354e-21,6.39896299699381e-39,1.37765284882729e-40,1.37536759679355e-40,2.93532062575073e-47,2.3014764517433e-38,2.93532062574967e-47,2.64527814314711e-34,4.5535340787188e-12,1.27504081147559e-07,5.80761210530354e-21,4.30297813209647e-52,1.3275675571699e-65,2.2852520337405e-43,6.398963026346e-39,2.30147645174336e-38,6.39896302634658e-39,2.28525203373987e-43,1.32756755716906e-65,1.25451881299879e-105,1.92839389320956e-163,4.82183491956476e-239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.60",1.20443287408963e-50,7.77580773926837e-22,0.000478021568596077,0.000478021568596101,6.81452152750511e-13,3.10390830737634e-26,2.29974890342308e-57,2.77172397779222e-106,5.43397403639487e-173,8.85595946642602e-111,2.05750811312243e-57,7.77580773926837e-22,0.000478021568596077,0.00047881582881009,0.0222401803734033,0.0799899158678836,0.0222401803734038,7.94260228681615e-07,7.94260228681669e-07,0.0222401803734033,0.0799899158678835,0.0222401803734038,7.94260214034751e-07,4.6140822829831e-29,1.53614261488599e-59,1.20443266833882e-50,1.53614261532173e-59,9.22816456582776e-29,1.58852042804538e-06,0.0444803605420847,4.90491519702015e-12,0.0222401802707026,0.00047881582879544,0.000478815828795421,0.0222401802713831,2.45296389193408e-12,0.0222401802707026,0.000478815828810087,0.000478815828810044,0.0222401802707016,1.01300553680897e-15,6.81452151972962e-13,1.46711974885016e-14,1.46468608902602e-14,3.12594487276815e-21,2.4509378808605e-12,3.12594487276702e-21,1.46468608902602e-14,7.9426022868183e-07,0.0222401802713831,1.01300553680897e-15,7.50556441020057e-47,1.41378184113268e-39,2.43365982413831e-17,6.81452155098845e-13,2.45093788086056e-12,6.81452155098907e-13,2.43365982413765e-17,1.41378184113178e-39,1.33598919889093e-79,2.05362676576911e-137,5.13497384374081e-213,3.17496168292615e-246,1.07147869847876e-290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.61",2.23729118947008e-19,7.24888456047948e-22,0.000445628534082522,0.000446368971414421,0.0207330789709882,9.44359422289951e-16,6.99695136189229e-47,8.43292840898249e-96,1.21762649862456e-158,1.09270765602727e-109,1.91808149370014e-57,7.24888170702122e-22,0.000445628534082522,0.00044636897141444,0.0207330790672025,0.0745694154644087,0.0207330790672029,0.000446368971390639,0.000446368971390619,0.0207330790672025,0.0745694154644087,0.0207330790672029,7.40437331938585e-07,4.30140993415997e-29,2.85345825252195e-28,2.23729118947008e-19,2.85345825252143e-28,4.30140993439127e-29,7.40437331978267e-07,0.0207330791634167,0.149138830920842,1.91321097398726e-10,2.38608209757247e-14,7.40437355759927e-07,0.020733079067202,0.0745694154604217,9.62146959297315e-11,0.000445628534082561,0.000445628534082521,1.10829452221691e-12,9.44359422340432e-16,0.0207330789709892,0.0004463689713906,0.000445628534058701,9.51064014082567e-11,0.0745694154604207,9.51064014082221e-11,0.000445628534058701,0.000446368971390558,0.0207330789720956,9.44359422340432e-16,6.99695136226345e-47,4.3014099339314e-29,7.40437331899207e-07,0.0207330790660937,0.0745694154604226,0.0207330790660956,7.40437331899005e-07,4.30140993392866e-29,4.06472699290755e-69,6.24812846931675e-127,1.05963073052598e-146,2.19837398823449e-173,7.41902150300012e-218,4.07276830395399e-280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.62",0.00118731283935145,1.51430785394302e-12,3.87350474175531e-09,3.87994079173165e-09,1.80216645854934e-07,8.20858724383117e-21,6.08190952928319e-52,7.3300934932443e-101,3.94465769060014e-122,3.27295296033158e-73,4.41741525264085e-42,6.39787592264533e-27,3.87350474175531e-09,1.56693687424641e-08,0.000330297473293371,6.4817434772079e-07,0.000330297473293378,7.11107808024149e-06,7.11107808024117e-06,0.000330297474807679,0.00118796101369915,1.80218160989475e-07,6.43604997633668e-12,3.83742358262262e-33,1.51430785394329e-12,0.00118731283935145,1.51430785394301e-12,3.73891492664347e-34,6.43604997633756e-12,1.80218161816153e-07,0.00118860918804684,0.000330117258162658,1.17894279507318e-08,6.43604997633756e-12,1.80216646681613e-07,6.48174347690709e-07,8.26686508314058e-16,3.87350474175531e-09,3.87350474175496e-09,6.30089312445893e-27,1.50445349433556e-17,0.000330297473292567,7.11107808024149e-06,7.09928221624078e-06,1.51513454046314e-12,0.00118796101369914,1.51513454045105e-12,3.87350474175531e-09,1.5669368742466e-08,0.000330297473292536,1.50445349433556e-17,1.11468024542657e-48,6.85255110811601e-31,1.17958640007114e-08,0.000330297474807671,0.00118796101369917,0.000330297474807701,1.17958640007082e-08,6.85255110811165e-31,6.47549289355453e-71,1.64350597984968e-80,2.0961400658715e-89,4.34877893190271e-116,1.46761581879391e-160,8.05666783247392e-223,7.19443269613505e-303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.63",0.00180015740809076,2.2959344926267e-12,9.61917572826144e-30,9.63515853488347e-30,4.47536714255442e-28,2.03845995821077e-41,1.51033651426697e-72,1.82030130545898e-121,3.651457003238e-101,3.02967911176421e-52,4.08907518107402e-21,8.97742074113447e-08,1.93277711794189e-09,1.9804241760018e-08,0.000500510906136779,3.22885480752735e-07,0.000500600680344202,1.0775659762193e-05,1.07756565560997e-05,0.000500510908432302,0.00180015740809078,2.2959344926267e-12,1.61690672033486e-32,3.20609277097856e-12,8.97765037576438e-08,0.00180048029357147,2.29634630323226e-12,4.76413889817777e-39,1.59828161486018e-32,2.29593449262712e-12,0.00180015740809078,0.000500510908432313,1.78746707348459e-08,1.05437300259034e-30,4.47536716308354e-28,1.60962832514188e-27,2.05293224660273e-36,9.61917572349816e-30,9.61917572349729e-30,1.73362854242505e-47,2.27974914304897e-17,0.000500510906136401,1.07775861271254e-05,1.07597114563905e-05,2.29593449264462e-12,0.00180015740809076,2.29593449262628e-12,1.06575659194668e-29,1.78746707348508e-08,0.000500510906136356,2.27974914304897e-17,1.68911258729678e-48,1.03839019120536e-30,1.78746707348508e-08,0.00050051090843229,0.00180015740809081,0.000500510908432336,1.78746707348459e-08,1.0383901912047e-30,1.18464634702281e-47,9.28837431733775e-39,1.18464634702238e-47,2.45773894577245e-74,8.29432034086717e-119,4.55327498019305e-181,4.06597753229398e-261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.64",7.79755534381573e-19,9.94506157715381e-28,2.06326261147799e-54,6.83589364836379e-66,3.17515624814302e-64,1.44623416732867e-77,1.07154435989717e-108,1.29147522570861e-157,9.65663299618721e-96,8.01228092034978e-47,1.08139568074974e-15,0.0237416618277633,0.000511141696994994,0.000510293814595888,1.0932429667892e-10,0.0853902040822652,0.0237416619370876,8.47882399112302e-07,4.66757956116388e-21,2.18713881813625e-19,1.4997228936507e-12,1.91275802075149e-21,8.96237368878461e-15,8.47882408074787e-07,0.0237416619370865,0.0853902040807655,1.08907317771389e-10,2.25945706952199e-37,2.06326261147193e-54,9.94506157715562e-28,7.79755534381583e-19,2.16801124787399e-19,7.74258593615262e-24,4.49788721142122e-46,3.17515626270789e-64,1.1954880155475e-63,1.17454527066993e-51,4.19463586555507e-56,6.82455426059774e-66,7.31655399810968e-64,9.87495317523064e-33,2.17631200687652e-19,0.000510293814595897,0.000510293814595897,8.30077889255513e-22,7.79755534381573e-19,9.945061577152e-28,8.65089650101583e-40,1.48915049300913e-17,4.16978904778479e-13,1.8992739002959e-26,1.40721072820474e-57,4.49788721142265e-46,7.74258593615474e-24,2.16801124787389e-19,7.79755534381593e-19,2.16801124787408e-19,7.74258593615262e-24,4.53757042572824e-46,1.9127570262311e-21,1.49972211389517e-12,1.91275702623041e-21,3.96832138889597e-48,1.33921989036445e-92,7.35182169143925e-155,6.56502011164635e-235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.65",9.6495956586853e-50,1.23071679249282e-58,2.55331947777328e-85,1.38558890151987e-117,6.4358246109764e-116,2.93141776968374e-129,2.17194714975442e-160,2.93031095067273e-145,8.68305004690051e-101,6.05366478774322e-57,8.17046608731051e-26,1.79379709271306e-12,3.86192212106166e-14,6.86929457511697e-07,0.0192347972508681,0.0691806355948531,0.0192347972526623,6.86929419020553e-07,1.1813925818912e-24,8.823351047799e-11,0.0691806355883997,8.82335104786544e-11,0.000413425062167354,0.000414111991586338,0.0192347971644279,6.45251799828439e-12,8.22847328088238e-21,1.7071288235093e-47,2.55332005389209e-85,1.23071679249304e-58,9.64959565868542e-50,2.68294753971291e-50,9.58157016426323e-55,5.56620517519112e-77,1.11634933310831e-64,1.50670621640907e-33,3.30792050500628e-20,1.18135267621764e-24,6.86281190593789e-47,6.48518918662809e-87,1.22220671877132e-63,6.27163141035596e-32,3.85551596047569e-14,3.85551596059383e-14,3.30792052018643e-20,1.18973982973308e-19,1.51740325599224e-28,3.99056733002788e-29,6.86929418956679e-07,0.0192347971626341,8.7611502188305e-16,6.49131469527947e-47,5.56620517519289e-77,9.58157016426585e-55,2.6829475397128e-50,1.50670621640907e-33,3.30792050500643e-20,1.18135267621764e-24,1.18135267621814e-24,8.8233510477998e-11,0.0691806355883997,8.82335104448867e-11,1.83054576150668e-37,6.17768334210984e-82,3.39131958270173e-144,3.02837612225853e-224,4.39718424798709e-322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.66",3.41163398204238e-96,4.35122400984701e-105,9.02731244447693e-132,3.04651645601602e-176,3.72688476667851e-183,1.69753790555015e-196,7.90235077149964e-171,1.43950517001197e-108,4.26548261168976e-64,2.05599069132971e-37,1.61202633866462e-28,2.44319321830173e-37,1.51606848424857e-30,9.51439036100962e-09,0.000266413643832034,0.000958193890444588,0.000266413643832041,9.51439036100897e-09,9.50533744409391e-09,0.000266160151965478,0.000958193890444588,0.000266160151965484,5.73569396459583e-06,5.72619768006814e-06,2.53491866556289e-07,1.15461593037524e-20,1.77617691869454e-46,3.68494629068145e-73,1.24360535017121e-117,1.512586603514e-73,2.04149684223488e-42,4.4820345146176e-29,1.60066224709148e-33,9.29869982763804e-56,8.98231098155827e-49,1.21231798974168e-17,0.000266160150743396,9.50533744409327e-09,5.52191943138772e-31,5.21807856265286e-71,3.58213076923325e-93,1.3537715832485e-57,5.52191943971185e-31,9.50533744409327e-09,0.000266160151964309,0.000957282171527211,1.22092498517478e-12,5.5271785522668e-31,9.51439036101158e-09,0.000266413642609941,1.21347260567206e-17,8.99086576621851e-49,1.08360517916789e-97,1.08291289009002e-97,8.98231098155827e-49,1.21231798974168e-17,0.000266160150743409,9.50533744409327e-09,9.50533744409587e-09,0.000266160151965472,0.000958193890444576,1.22208779843797e-12,2.53541724492195e-39,8.55646726163265e-84,4.69718394034919e-146,4.19448516718007e-226,9.88131291682493e-324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.67",3.44602491804136e-158,4.39508647200665e-167,9.11831216078734e-194,3.07722682100834e-238,6.16581365784026e-266,9.90374810592203e-230,1.10906880578408e-149,2.02029791639105e-87,5.98646382960014e-43,2.88551496468627e-16,2.26242567308357e-07,2.88551496470827e-16,1.35203076205971e-09,2.32046160140044e-08,0.000611896994260281,0.00220077302741771,0.000611834090387633,2.1850338775397e-08,2.18503387753985e-08,0.000611834090387331,0.0022005467848504,0.000611834090387344,1.31723683065732e-05,1.31505179677966e-05,2.1392436759869e-23,4.34727015476042e-41,3.22098102818795e-72,2.27247319705507e-114,2.56833472750402e-101,2.12286529225521e-52,2.86517332664511e-21,6.29038726620162e-08,2.24647654625501e-12,1.30504177951418e-34,2.06480347580905e-48,2.78680887818716e-17,0.00061183408758075,2.1850338775397e-08,1.26934799501775e-30,1.19950275328156e-70,3.68784278706283e-128,1.19962607653326e-70,1.2694784991961e-30,2.18525852519433e-08,0.000611896994260267,0.00220077302741768,2.80688271002299e-12,1.26934800084148e-30,2.1850338775403e-08,0.000611834087580722,2.78680887818716e-17,2.06480347580736e-48,2.48856094454825e-97,2.48856094455119e-97,2.06480347580905e-48,2.78680887818716e-17,0.000611834087580778,2.1850338775397e-08,2.18525852519492e-08,0.000611896994260267,0.00220077302741768,2.80688271002299e-12,5.82332859927227e-39,1.96524341755576e-83,1.07884592292106e-145,9.63386420210887e-226,1.48219693752374e-323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.68",9.94436511487913e-236,1.2683119138309e-244,2.63131658983621e-271,8.88010612841868e-316,5.73116149175846e-322,3.97104161959325e-224,4.44696123089769e-144,8.10065747246656e-82,2.40035355981204e-37,1.15698621331823e-10,0.0907150142851366,1.15952537678822e-10,0.000542115002288797,0.000543015757413713,0.0252221577981106,0.0907150142851378,1.15698621733639e-10,1.4349985971292e-23,1.43499859712927e-23,4.01815766065014e-19,1.44518653996021e-18,4.01815766065032e-19,5.45758536926945e-15,5.46665343120942e-15,2.53916346117491e-13,1.15654936859612e-26,8.56910990528528e-58,8.50548872932288e-79,1.46412024846972e-56,8.51195622152521e-47,1.14882995868385e-15,0.0252221576821586,9.00755124940489e-07,5.23274134830615e-29,1.35604345826081e-63,1.83020815913782e-32,4.01815764221821e-19,1.43499859712917e-23,8.33631281804281e-46,7.87761135378708e-86,7.60095891649763e-127,4.94481235973842e-69,5.23274134836049e-29,9.00755124949557e-07,0.02522215779811,0.0907150142842245,1.15698621330637e-10,2.40035356812419e-37,1.43499859712957e-23,4.01815764221803e-19,1.83020815913782e-32,1.35603851344734e-63,1.63433688649173e-112,3.90162226454839e-87,8.58792954176718e-58,1.15655119880428e-26,2.53916747933278e-13,5.4666448090921e-15,9.0075513040738e-07,0.02522215779811,0.0907150142842245,1.15698621330637e-10,2.40035355978788e-37,8.10065747237617e-82,4.44696123084969e-144,3.97104161955327e-224,5.73116149175846e-322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.69",0,0,0,0,4.05133829589822e-322,2.79596630039063e-224,3.13105601295792e-144,5.70358295724536e-82,1.69006228218394e-37,8.14621142849087e-11,0.0638714340411974,0.0177586411754615,0.000382331363846296,0.000382331363846382,0.0177586411783504,0.0638714340411974,8.14621142849087e-11,3.76263466700365e-22,3.76263466700347e-22,6.12054469702153e-40,2.71156411845659e-49,6.20893253438617e-22,0.000381697152104966,0.000382331363784161,0.0177586410939986,8.08878414424161e-16,5.99314497194977e-47,3.63186665517075e-47,6.25183299725658e-25,1.75058363828955e-20,6.29623178774597e-20,2.88928084293101e-12,1.03184452316046e-16,5.99427674832457e-39,5.66444562093906e-79,3.43396966850565e-63,7.53915962933508e-50,2.69244874266713e-54,1.56411964515661e-76,1.47805474006433e-116,5.3517507538382e-127,3.48158746344236e-69,3.68431506647749e-29,6.3421167933291e-07,0.0177586410968879,1.03925110734643e-11,1.3253656263326e-20,2.74968367176691e-47,2.69244874266793e-54,7.53915962933474e-50,3.44392386228618e-63,1.26956546934584e-74,5.88578079843641e-100,1.66600324268646e-55,8.03024527470688e-29,8.08941376610436e-16,0.0177586410940002,0.000382331363784195,0.000382331363784229,0.0177586410968879,1.03925110734643e-11,1.3253656263326e-20,2.74968367176691e-47,9.27956862502277e-92,5.09413983435358e-154,4.54895832185546e-234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.70",0,0,0,0,4.94065645841247e-324,3.36790132874888e-226,3.77153605354788e-146,6.87029189788602e-84,2.03577668480497e-39,9.81257760168661e-13,0.000769367955351934,0.000213912990342502,4.60539995829263e-06,4.60539995829242e-06,0.000213912990342497,0.000769367955351934,9.81257760176128e-13,4.59013374575707e-06,4.59013374575686e-06,7.4666081719609e-24,7.41397179935677e-29,1.24268107212095e-26,7.62677011010655e-09,7.63944242545314e-09,3.54839097815885e-07,1.61623676776715e-20,1.19750275016546e-51,4.43060652159056e-31,7.62677011010412e-09,0.000213558151243049,0.000768091726956554,0.000213558151243059,7.62677011010308e-09,8.8612130431773e-31,7.20711088024628e-49,1.90702877508118e-84,4.04130448274089e-96,1.44326499348182e-100,8.3843346530547e-123,7.92299081122545e-163,1.06934443849998e-131,6.95663225443234e-74,7.36170649052336e-34,1.2672315347272e-11,3.54839097815885e-07,1.61623677518113e-20,9.45583624143621e-38,4.43060652158855e-31,4.43796822807826e-31,2.061360714185e-29,7.41397179935677e-29,9.45583619798838e-38,1.96176495601873e-64,2.0323997362427e-39,9.79630048736342e-13,0.000768091726956544,0.000213912990340884,4.60539995829263e-06,4.59777318818169e-06,3.54839097815885e-07,1.61623676776715e-20,4.33757589570235e-46,8.9989723974717e-73,3.0369523147135e-117,1.66717445460741e-179,1.48875126240691e-259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.71",0,0,0,0,1.48219693752374e-323,1.17185615771028e-225,1.3123002478277e-145,2.39050764257264e-83,7.0834540888938e-39,3.41427148930698e-12,0.00267700412814367,0.000744350867825139,1.6025363631022e-05,1.60253636310213e-05,0.000744350867825323,0.00267716188870197,3.4144726983527e-12,1.59978379598123e-05,1.59978379598116e-05,2.01209045723195e-16,1.57760558304674e-07,4.38633199502291e-08,1.56648414297962e-12,4.36100887684865e-29,2.02561016911833e-27,9.2263385084774e-41,1.52766215452765e-70,1.54427531337123e-30,2.65828905013285e-08,0.000744350867825306,0.002677161888702,0.00074435086782534,2.75256712096825e-08,9.42780708357587e-10,1.53358802407366e-27,4.05793186704577e-63,1.74662155171474e-116,2.210280425872e-162,1.28401442917977e-184,1.21488859149588e-224,6.10438641696581e-152,3.97121543937255e-94,4.20245334323498e-54,7.23403114027061e-32,2.01209019702122e-16,1.57760558304672e-07,2.01209019701556e-16,9.42780708357672e-10,9.4434719250048e-10,4.38633199502271e-08,1.57760558304674e-07,2.01209019700023e-16,4.32246085844373e-43,7.08387152929811e-39,3.4144726983273e-12,0.00267716188870197,0.000744350867825374,1.60244208503137e-05,1.59978379598094e-05,2.6025142639131e-23,9.2263385084774e-41,6.83598217674402e-72,8.4140640414571e-114,2.83955852247177e-158,1.55881256616777e-220,1.3919864050967e-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.72",0,0,0,0,0,1.16684434547427e-240,1.30668778217131e-160,2.38028388313383e-98,7.05315946472655e-54,3.39966928107983e-27,1.21724292321405e-15,0.0266656189323707,0.000574092488192007,0.000574092488191981,0.0266656190546902,0.0959066243590572,1.22320040429624e-10,1.59294181631427e-20,1.59294181631419e-20,1.22320040430341e-10,0.0959066243596106,0.0266656190548446,9.52305239538331e-07,5.53221054775575e-29,3.30357084086681e-63,1.50472263102605e-76,5.22780341543655e-69,5.53221054772559e-29,9.52305239532966e-07,0.0266656190546895,0.0959066243596119,0.0266656190546908,0.000574092488192007,0.000573140182952422,9.32306858741792e-22,2.46691918074859e-57,1.06181531593107e-110,7.43431691264825e-182,8.5974184266773e-213,7.1334316683171e-164,9.62779796630194e-133,2.11374918115547e-119,8.56425725788514e-82,2.53772552431308e-37,1.22320040429646e-10,0.095906624359056,1.22320040430534e-10,0.000573140182952474,0.000574092488191903,0.0266656190546895,0.0959066243596106,1.22473914617397e-10,5.49528570724384e-18,2.54091789124627e-37,1.22320040429646e-10,0.0959066243590572,0.0266656190548458,9.52305239538347e-07,1.59294182184619e-20,2.59118209663123e-38,6.87141297655119e-74,1.11487965428389e-107,1.34368524560797e-156,7.58518787749577e-215,4.16398748099321e-277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.73",0,0,0,0,0,3.31935889385428e-271,3.71717592673265e-191,6.77126859981217e-129,2.0064345077232e-84,1.6596775634717e-56,2.10949267278231e-25,4.63131696906903e-12,9.97090781624817e-14,9.97090781624772e-14,4.63131699031362e-12,1.66571785926568e-11,2.12446926634514e-20,4.40800555341977e-47,1.55282723344809e-37,7.48472946170892e-11,0.0586849983364928,0.0163166185894259,5.82712943671029e-07,3.38514434180104e-29,3.19887845900687e-69,5.6182923292059e-127,9.0797122430474e-79,9.60841023458903e-39,1.65397526559128e-16,7.94786115861649e-11,0.058684998336492,7.94786115861514e-11,9.97090781624817e-14,9.95436806359136e-14,1.61924183579654e-31,4.284575089781e-67,1.84417369165928e-120,1.29120115900207e-191,3.39825179108092e-160,2.81959022352488e-111,3.80552394444706e-80,8.35489397404308e-67,2.98377072266772e-71,4.4075524042396e-47,2.12446926634553e-20,1.66571785926566e-11,2.12446926636095e-20,9.95436806359226e-14,9.97090781624636e-14,7.94786115861649e-11,0.0586849983364928,0.0163166185847953,5.82712943505631e-07,3.38514434083912e-29,2.1244692705747e-20,1.66579218223502e-11,0.0163166185145793,5.82712943671029e-07,3.38514434179996e-29,1.05700958552337e-68,1.95045197937946e-104,8.91463344995606e-158,6.26076326967669e-208,1.22742471072751e-274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.74",0,0,0,0,0,2.69772787149242e-317,3.0210441171392e-237,5.50318348451503e-175,2.56538584900026e-130,7.75541533751384e-82,1.04672723432688e-50,2.29805282799625e-37,4.9475501370024e-39,4.94755013700218e-39,2.29805283853778e-37,8.26526809262818e-37,1.05415859854156e-45,2.18702117233103e-72,1.62756238279525e-39,7.84495780011991e-13,0.000615094156449013,0.000171019119568113,6.1075800749639e-09,3.54806605163261e-31,3.35283548284114e-71,3.01109679483563e-82,3.84037582537505e-91,4.76767935764587e-64,1.29112493392599e-41,2.26747841313932e-15,1.77784604752726e-06,2.26747841313891e-15,4.95225438483018e-39,4.93934313549048e-39,8.03465473171898e-57,2.12600000552602e-92,9.15076336976738e-146,7.52338506682636e-190,3.83747634199736e-123,3.18402268051541e-74,4.2973884819391e-43,9.43476526649262e-30,3.36942353366337e-34,1.95739345315705e-56,1.05415859854176e-45,8.26526809262807e-37,1.05415859854941e-45,4.93934313549092e-39,4.95225438482929e-39,2.26747841313932e-15,1.77784604752728e-06,4.94307517943366e-07,1.76531299840613e-11,1.02552188510137e-33,7.82228301598923e-13,0.000613316310401478,4.94308297904189e-07,1.76531299840613e-11,1.02552026224324e-33,9.69091520162665e-74,1.48964698662088e-131,6.82669188163108e-204,1.31112300544379e-274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"z.75",0,0,0,0,0,0,7.01461250300469e-299,1.30377099216927e-236,1.32505159265414e-171,1.09941897952358e-122,1.48385578040764e-91,3.25775317644928e-78,7.01371917046632e-80,7.01371917046601e-80,3.25775319139311e-78,1.1716964490517e-77,1.49439059060904e-86,2.89405567247871e-83,8.57554693472869e-39,4.13347006093574e-12,0.00324090115602618,0.000901091412590622,3.21805419835975e-08,1.8694587239745e-30,1.64904366555793e-40,5.93101592953769e-40,7.5644629673725e-49,1.56936922867245e-75,4.07155131891115e-62,1.96251453188666e-35,1.53873513569592e-26,1.96253102232288e-35,5.88920482104118e-45,3.42120568869907e-67,1.13900436328015e-97,3.01384858814259e-133,1.29722554989254e-186,2.42720307332553e-168,1.23805099544628e-101,1.0272330296853e-52,1.38642837472579e-21,3.04385473394305e-08,1.08704726444276e-12,6.31496508953012e-35,5.96748727812733e-75,1.17169644905169e-77,1.49439059062016e-86,7.00208480553031e-80,4.07155131891264e-62,1.96251453188666e-35,1.53873513569594e-26,4.27825765203911e-27,1.52788771554562e-31,8.57583661365928e-39,4.13360968808487e-12,0.00324101063251469,4.13360968808337e-12,1.52788780130398e-31,8.87593198565509e-54,8.38753824524506e-94,1.28929732767649e-151,3.22381174208398e-227,1.31125022406267e-320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
